datetime,tutorial_id,tutorial_version,user_id,event,""""""
2019-06-01T16:13:00.475Z,C:/Users/Adam/Documents/learnr_learning,1.0,Adam,Created Log,
2019-06-01T16:13:00.486Z,C:/Users/Adam/Documents/learnr_learning,1.0,Adam,exercise_submission,
